painting,art_style,emotion,repetition,emotion_label,pne,Link,utterance,generated_emotion_text
egon-schiele_seated-male-nude-right-hand-outstretched-1910,Expressionism,fear,5,6,1,https://uploads1.wikiart.org/images/egon-schiele/seated-male-nude-right-hand-outstretched-1910.jpg,It's a colorful painting of a body with no head. The colors are nice but the subject matter is unsettling. This figure appears to be decomposing and rotting from atrophy Very creepy and scary looking body with no head,Fear
camille-corot_the-happy-isle,Realism,fear,5,6,1,https://uploads7.wikiart.org/images/camille-corot/the-happy-isle.jpg,A beautiful scene but in the shadows a scary scene lurks. There seems to be something a little dangerous about this painting. There is just something a little poisonous about it.,Fear
martiros-saryan_woman-with-mask-s-i-dymshits-1913,Expressionism,amusement,5,0,0,https://uploads1.wikiart.org/images/martiros-saryan/woman-with-mask-s-i-dymshits-1913.jpg,"The facial expression indicates that woman is trying to be silly and funny and it made me laugh. The look on her face is so silly looking it made me laugh, she seems like a funny character. her smile, with these fun lines of paint make me smile the smile on the subjects face is very funny",Amusement
pavel-fedotov_the-major-s-marriage-proposal-1851,Realism,contentment,5,2,0,https://uploads0.wikiart.org/images/pavel-fedotov/the-major-s-marriage-proposal-1851.jpg,the highly detailed dressed the woman are wearing adds extra sophistication to this painting A bride is bending over while a bride's mate fixes the bride's dress.,Disgust
franz-kline_scudera-1961,Action_painting,fear,5,6,1,https://uploads3.wikiart.org/images/franz-kline/scudera-1961.jpg,The colors are dark and it is hard to see what the image is. The use of dark colors plus abstract structures make it feel like a nightmare. The dark colors and the odd shapes make me feel fear from this painting. The background is very dark and scary.,Fear
felicien-rops_lady-with-puppet,Symbolism,amusement,5,0,0,https://uploads0.wikiart.org/images/felicien-rops/lady-with-puppet.jpg,"Hilarious joker with a beautiful women the joker/clown and his creepy doll are amusing, in a weird way. The colors are interesting and there is a dead jester or skeleton This entire photo is funny with the jester sitting and the lady holding the little guy in the air",Amusement
roy-lichtenstein_hot-dog-1964,Pop_Art,contentment,5,2,0,https://uploads8.wikiart.org/images/roy-lichtenstein/hot-dog-1964.jpg,It makes me hungry and it is very perfect. I like the background of circles. Those colors are like fast food resturant colors and it reminds me about eating delicious food. This bright and colorful cartoon hot dog looks tasty,
theo-van-doesburg_a-dog-1899,Post_Impressionism,contentment,5,2,0,https://uploads7.wikiart.org/images/theo-van-doesburg/a-dog-1899.jpg,The dog seems quite peaceful in the way it rests its head. I absolutely love dogs; and seeing one relax makes me happy,Contentment
claude-monet_jean-monet-in-the-craddle,Impressionism,contentment,5,2,0,https://uploads8.wikiart.org/images/claude-monet/jean-monet-in-the-craddle.jpg,"New life in the world bringing contentment with happiness. The child has it's whole life ahead of it, a lifetime of dreams, a lifetime of choices, lifetime of experiences. I enjoy the mother or maid spending time with the baby and the flowers on the curtain.",Contentment
mikalojus-ciurlionis_scherzo-sonata-of-the-summer-1907,Symbolism,awe,6,1,0,https://uploads6.wikiart.org/images/mikalojus-ciurlionis/scherzo-sonata-of-the-summer-1907.jpg,"The oriental design conveys the joys of heaven. The orange reminds me of flames engulfing a structure. But there is a strange attraction the green, coming in like a rainstorm, adds to the scene. How the gold blends in with the rest. Looks like magic is spreading across this golden land",Excitement
gustave-caillebotte_woman-at-a-dressing-table,Impressionism,sadness,5,7,1,https://uploads6.wikiart.org/images/gustave-caillebotte/woman-at-a-dressing-table.jpg,The woman looks like she's struggling to fit into her dress The dark dress she is struggling into and her posture makes me think of a woman in mourning.,Amusement
hans-hofmann_delirious-pink-1961,Abstract_Expressionism,disgust,5,5,1,https://uploads2.wikiart.org/images/hans-hofmann/delirious-pink-1961.jpg,This painting looks like blood smeared on a wall.,Amusement
albrecht-durer_male-portrait-before-green-base,Northern_Renaissance,contentment,5,2,0,https://uploads7.wikiart.org/images/albrecht-durer/male-portrait-before-green-base.jpg,The bright colors in this reminds me of a warm morning The look on the mans face is calm and his curly hair is well kept,Contentment
camille-pissarro_a-square-in-la-roche-guyon,Realism,contentment,6,2,0,https://uploads4.wikiart.org/images/camille-pissarro/a-square-in-la-roche-guyon.jpg,"It reminds me of a quiet morning exploring the streets of a small town in europe This is a beautiful scene that reminds me of the old country The perspective of the buildings are very well done and its like looking into another world I'm walking along the quaint, quiet streets in Paris enjoying my day.",Contentment
imi-knoebel_tag-und-nacht-i-f1-f5-1997,Minimalism,contentment,5,2,0,https://uploads8.wikiart.org/images/imi-knoebel/tag-und-nacht-i-f1-f5-1997.jpg,Primary colors separated on a wall. the colors and shapes make me feel nice,Contentment
katsushika-hokusai_a-woman-ghost-appeared-from-a-well,Ukiyo_e,fear,5,6,1,https://uploads5.wikiart.org/images/katsushika-hokusai/a-woman-ghost-appeared-from-a-well.jpg,"This painting frightens me because it looks like a woman haunted by evil spirits. The snake-bodied, humanoid aberration rising out of the hot tub spewing poisonous vapor is frightening.",Amusement
tony-smith_die-1968,Minimalism,amusement,6,0,0,https://uploads7.wikiart.org/images/tony-smith/die-1968.jpg,This looks like a cardboard box that is sitting in my living room right now. The shiny browns surrounding the block being displayed represents any old thing described as art at pretentious galleries,Disgust
nicholas-roerich_ladoga-1918,Symbolism,contentment,6,2,0,https://uploads7.wikiart.org/images/nicholas-roerich/ladoga-1918.jpg,I really like the rounded shapes and muted colors...it's relaxing. I like the use of colors they make me feel relaxed and sleepy. This painting makes me feel content because the colors used are very calming. The style the scenery is painted in is quite muted and dreamlike and it makes me feel relaxed. The distance and perspective plus the bright color adds a calmness,Contentment
john-duncan-fergusson_alpes-maritimes-1914,Fauvism,excitement,5,3,0,https://uploads3.wikiart.org/images/john-duncan-fergusson/alpes-maritimes-1914.jpg,"The vivid colors and bold brush strokes, mountains juxtaposed with tropical trees. The picture feels like the artist was excited to paint this scene that feels slightly tropical. It's like a tropical town at the base of a snowy mountain.",Excitement
jean-degottex_media-vii,Minimalism,sadness,5,7,1,https://uploads2.wikiart.org/images/jean-degottex/media-vii.jpg,"The image makes me feel terribly lonely since it is gray and very dreary looking. Another painting of the void the dark colors the nothingness The colors are drab, boring and look like tears falling. It's a black image and is like death.",Sadness
edgar-degas_dancers-in-a-studio,Impressionism,contentment,5,2,0,https://uploads1.wikiart.org/images/edgar-degas/dancers-in-a-studio.jpg,the young girl to the far left looks very focused on her dancing I love Degas ballet dancers and the soft colors i feel content watching these people work at and enjoy their selected craft or hobby,Contentment
theodor-severin-kittelsen_min-soenn-tred-alltid-i-din-fars-fotspor-1894,Art_Nouveau_Modern,contentment,5,2,0,https://uploads5.wikiart.org/images/theodor-severin-kittelsen/min-soenn-tred-alltid-i-din-fars-fotspor-1894.jpg,"This baby bear is following his mom, and it's funny. There is a heart on the bears hiney. This looks like an illustration from a children's book. The dark browns of the subjects against the light brown of the ground is just enough to differentiate them.",Amusement
odilon-redon_red-thorns,Symbolism,awe,5,1,0,https://uploads2.wikiart.org/images/odilon-redon/red-thorns.jpg,"This is absolutely amazing.  The dynamic colors, the movement and detail, the sharp thorns and pretty flowers, the proud woman, the colors of earth in the background, all make me feel the most ""awed"" out of the paintings I've seen so far.  I'm glad that choice was available. The figure looks angelic staring in the distance.",Awe
bernardo-bellotto_view-of-warsaw-from-the-terrace-of-the-royal-castle-1773,Rococo,awe,5,1,0,https://uploads8.wikiart.org/images/bernardo-bellotto/view-of-warsaw-from-the-terrace-of-the-royal-castle-1773.jpg,Beautiful scene of an old European city The details make this painting feel like a real place.,Awe
katsushika-hokusai_flat-fish-and-pink,Ukiyo_e,contentment,5,2,0,https://uploads7.wikiart.org/images/katsushika-hokusai/flat-fish-and-pink.jpg,intricate colors among the flowers and detail love the bright colors funny scene with the frog. It seems like the frog and the turtle are having fun. The use of red is wonderfully done.,Amusement
benozzo-gozzoli_view-of-the-right-hand-wall-of-the-chapel-1465,Early_Renaissance,awe,6,1,0,https://uploads5.wikiart.org/images/benozzo-gozzoli/view-of-the-right-hand-wall-of-the-chapel-1465.jpg,"beautiful and detailed painting.  very intricate love the colors in this, the details within the paintings are awe inspiring The detail is just amazing over all",Awe
joshua-reynolds_lady-smith-and-children,Rococo,contentment,5,2,0,https://uploads0.wikiart.org/images/joshua-reynolds/lady-smith-and-children.jpg,"Content to see these children. Their facial features are painted, looking almost real and they seem to be having a merry time. The women looks sad or worn out while the children display a look of delight and warmth. The children's faces are happy and playful",Contentment
jacoba-van-heemskerck_bild-no-131-1921,Expressionism,contentment,5,2,0,https://uploads8.wikiart.org/images/jacoba-van-heemskerck/bild-no-131-1921.jpg,"The whirling patterns have a beautiful stained glass effect. The thick black lines between the colorful blue, red, yellow and green shapes remind me of stained glass which makes me feel content I don't quite see anything, but the colors are all very nice.",Contentment
albrecht-durer_face-a-young-girl-with-red-beret-1507,Northern_Renaissance,sadness,5,7,1,https://uploads4.wikiart.org/images/albrecht-durer/face-a-young-girl-with-red-beret-1507.jpg,"the longing eyes resembles the people on top ,forced to behave in a certain fashion while all they want is freedom. The woman shows a pensive expression, as though an interesting sad matter is on her mind.",Sadness
andy-warhol_man-ray,Pop_Art,fear,6,6,1,https://uploads7.wikiart.org/images/andy-warhol/man-ray.jpg,The guy looks like che guevara. It looks like the guy is up to no good.,Anger
sven-lukin_diamond-head-1964,Color_Field_Painting,amusement,6,0,0,https://uploads7.wikiart.org/images/sven-lukin/diamond-head-1964.jpg,The colors remind me of various country flags but they're in a neat triangle shape. They work great together. The shapes and colors are designed to make you scan the scene whether you want to or not because your mind is designed to try and make sense of what you see.,Amusement
andrea-solario_the-lute-player,High_Renaissance,excitement,5,3,0,https://uploads0.wikiart.org/images/andrea-solario/the-lute-player.jpg,The expression the woman has and the instrument she is playing make me excited to hear what she might sound like. Her fingerstyle technique on that F major chord is on point and she knows it.,Excitement
bela-czobel_painters-outdoor-1906,Post_Impressionism,amusement,5,0,0,https://uploads3.wikiart.org/images/bela-czobel/painters-outdoor-1906.jpg,I find the use of colors and brush strokes whimsical and fun.  I like the use of the different colors. Looks like a nice day painting inthe backyard with grand daddy. I feel amused by a painting depicting painters creating paintings with similar colors and styles.,Amusement
orest-kiprensky_portrait-of-the-artist-s-father-adam-karlovich-schwalbe-1804,Romanticism,fear,5,6,1,https://uploads1.wikiart.org/images/orest-kiprensky/portrait-of-the-artist-s-father-adam-karlovich-schwalbe-1804.jpg,The man is holding out his fist to hit someone The guy in the  picture looks kind of dangerous,Anger
francois-boucher_the-toilet,Rococo,amusement,5,0,0,https://uploads6.wikiart.org/images/francois-boucher/the-toilet.jpg,"It looks like the woman on the right is startled The women look like they enjoy life and don't worry too much about housekeeping. Those outfits and makeup of the ladies just looks weird, and that cat laying there made think they are odd people.",Disgust
childe-hassam_venice,Impressionism,contentment,6,2,0,https://uploads8.wikiart.org/images/childe-hassam/venice.jpg,"Very light but bright white, makes it somewhat glow The reflection of the boats and clouds in the water is very relaxing and makes me content The ships in the bay outside Venice appear to glide over snowy ice on a wintery afternoon.",Contentment
henri-edmond-cross_cypress-april,Pointillism,contentment,5,2,0,https://uploads2.wikiart.org/images/henri-edmond-cross/cypress-april.jpg,The scene is calm and the colors are interesting and abundant. The scene is calm and the colors are interesting and abundant. I love this. The colors are calming and the scenery is beautiful. It makes me feel relaxed looking at it. I love this. The colors are calming and the scenery is beautiful. It makes me feel relaxed looking at it. Pictures of nature relax me. Pictures of nature relax me.,
egon-schiele_prophets-double-self-portrait-1911,Expressionism,disgust,5,5,1,https://uploads8.wikiart.org/images/egon-schiele/prophets-double-self-portrait-1911.jpg,"These look like decaying corpses. the person appears to be deal and not  a complete body Looks like two creepy evil faces on the picture, the first person have closed eyes and you can't see his full body. The sickly hues and skeletal physiques make me think they have a zombie plague.",Fear
jean-fouquet_carrying-the-cross,Northern_Renaissance,sadness,5,7,1,https://uploads1.wikiart.org/images/jean-fouquet/carrying-the-cross.jpg,Jesus' execution is a sad event whether you beleive he is God or not to know he will die for us makes me cry this was when someone would do for others not like today,Sadness
giovanni-bellini_madonna-and-child-1,Early_Renaissance,awe,5,1,0,https://uploads6.wikiart.org/images/giovanni-bellini/madonna-and-child-1.jpg,"Wonderful detail, the sky contrasts nicely with the rest of the painting. The defining outlines of the mother and child are very effective in evoking emotions.",Amusement
amedeo-modigliani_bride-and-groom-the-couple,Expressionism,amusement,5,0,0,https://uploads5.wikiart.org/images/amedeo-modigliani/bride-and-groom-the-couple.jpg,"They look like they are at a fancy party, so probably having fun! cartoon like portrait with blackened outlines of face and almost a cubist style makes it funny looking",Amusement
philip-guston_untitled-4,Abstract_Expressionism,fear,5,6,1,https://uploads3.wikiart.org/images/philip-guston/untitled-4.jpg,"This looks a scene that is filled with the walking dead. It is frightening. black on white create fear, messy strokes remind me of mental illness or violence",Amusement
heorhiy-narbut_illustration-to-wooden-eagle-1909-1,Art_Nouveau_Modern,awe,5,1,0,https://uploads2.wikiart.org/images/heorhiy-narbut/illustration-to-wooden-eagle-1909-1.jpg,"The unknown language on the page combines with the decorations and drawings to give the impression of some ancient, majestic tome. The bright primary colors make the building look impressive. This scroll looks very important, with the castle in the background",Awe
peter-paul-rubens_st-jerome-in-his-hermitage-1609,Baroque,awe,5,1,0,https://uploads1.wikiart.org/images/peter-paul-rubens/st-jerome-in-his-hermitage-1609.jpg,the panther's face under the man's red robe is surprising. The man's muscle and physique are excellently detailed in my opinion.,Amusement
ilya-repin_calvary-crucifixion-study-1869,Realism,fear,5,6,1,https://uploads2.wikiart.org/images/ilya-repin/calvary-crucifixion-study-1869.jpg,A crowd of people are raising a cross where a person is nailed on. Dark and creepy scene of what looks like war,Fear
joseph-wright_the-cloister-of-san-cosimato,Romanticism,contentment,5,2,0,https://uploads3.wikiart.org/images/joseph-wright/the-cloister-of-san-cosimato.jpg,This peaceful scene could come from a fairy tale. Such a beautiful scenic view makes you wonder about the beauty of nature. It would be beautiful to live in that house and cross over the river every day.,Contentment
nicholas-roerich_monhigan-hope-1922,Symbolism,contentment,5,2,0,https://uploads5.wikiart.org/images/nicholas-roerich/monhigan-hope-1922.jpg,"Calm enough water that someone is standing on the boat in the dusk. It looks like a relaxing morning with only one ship setting sail, perhaps from some fishing village. It strikes me as the quiet life filled with people that live off the land. The purple at the horizon fading up into light. the cool palette calms my mind",
allan-ramsay_portrait-of-william-colyear-viscount-milsington,Rococo,awe,5,1,0,https://uploads3.wikiart.org/images/allan-ramsay/portrait-of-william-colyear-viscount-milsington.jpg,A great leader I imagine. Serious face and fancy clothes The man is handsome and his red coat is very bright. The man's face and wardrobe suggest that he is regal and very important.,Anger
maurice-de-vlaminck_still-life-with-pears,Cubism,excitement,5,3,0,https://uploads2.wikiart.org/images/maurice-de-vlaminck/still-life-with-pears.jpg,Nice drink with fruits and glasses to serve The motion of the environment carries through the blurs behind the items on the counter.,Contentment
lyonel-feininger_town-gate-ribnitz-das-tor-ribnitz-1918,Naive_Art_Primitivism,contentment,11,2,0,https://uploads7.wikiart.org/images/lyonel-feininger/town-gate-ribnitz-das-tor-ribnitz-1918.jpg,"the yellow and the sun in this picture makes me think of a nice sunny day the yellow and the sun in this picture makes me think of a nice sunny day The paper is yellow like the sun and the scene etched in black is idyllic. The paper is yellow like the sun and the scene etched in black is idyllic. The color combination and subject make me feel contented. The color combination and subject make me feel contented. Despite the lack of color, it looks pretty interesting in detail and shape. Despite the lack of color, it looks pretty interesting in detail and shape.",Contentment
vincent-van-gogh_still-life-with-basket-and-six-oranges-1888,Post_Impressionism,contentment,50,2,0,https://uploads3.wikiart.org/images/vincent-van-gogh/still-life-with-basket-and-six-oranges-1888.jpg,"These fruits look bright, sweet, and juicy. The dark orange colors of the fruit compliment the light orange of the basket nicely. The oranges on the basket make for a quaint symbol of a harvest. This decorative basket of oranges looks like an appetizing table centerpiece that makes me want to eat one of the oranges right now. This simple but pretty painting shows oranges displayed in a basket on a table. All of the warm colors used on the table, basket, and oranges lead to a feeling of contentment. I can almost taste the fruit in the bowl on the table! The fruit in the sunny window feels like summer is coming back even if it's not. The oranges on display look very tasty and juicy. A beautiful still life of fruits in a basket. The combination of orange, blue, green and yellow creates a dynamic and vibrant scene. The basket has been woven like the stories of life. The oranges on the brown wicker basket makes for pleasant sight of a successful harvest. A nice subject piece and the oranges are bright against the basket. The peaches in this basket remind me of August and peach jam and peach cobbler, all things home The brightly colored oranges are gorgeous in the basket. Pictures and artwork depicting delicious foods or fruit, usually improves my mood.  The bright colors are very helpful. the bright and vibrant oranges stand out against the cool background and make me want to reach out and grab one. The fruits look like they are fresh and enticing. I feel happy looking at this pretty painting of fruit in a basket.  The orange tone is dramatic. warm colors, yummy oranges The oranges look very real and juicy. The orange color makes the fruit look fresh, it's nice to have something nutritious available to eat. The oranges set out remind me of my grandmas house, all decorated pretty. This is a nice picture that reminds me of home. Makes me want to put a fruit basket out on my kitchen table. The oranges look great. A delicious looking portrait of fruit, maybe oranges or peaches. Colors of this still life is very lovely. This reminds me of a relaxing day cooking my favorite food. I like fresh peaches and they remind me of the local groves baskets of fresh ones. The color palette is comforting and the oranges remind me of Fall, it’s not too detailed which gives it a fun an abstract look. It would be a nice piece for a kitchen. The deep oranges used for the fruit helps it stand out more. The oranges in the painting make me think of vitamin C which is makes me associate it with vitality. This basket has fresh oranges in it that look very juicy and ripe",Amusement
albrecht-durer_the-holy-georg,Northern_Renaissance,excitement,5,3,0,https://uploads8.wikiart.org/images/albrecht-durer/the-holy-georg.jpg,"A strong sense of lines in this drawing of a Knight in Shining Armour. A warrior slaying a dragon is evocative of great battles and heroic fantasy, both of which are very exciting.",Amusement
paolo-veronese_adoration-of-the-shepherds-1558,Mannerism_Late_Renaissance,fear,6,6,1,https://uploads7.wikiart.org/images/paolo-veronese/adoration-of-the-shepherds-1558.jpg,"The scene is very chaotic, and it seems like someone is hurt. The colors are dark and ominious, I don't know why the lady is holding the baby like that but it doesn't seem right. She looks like she is about to throw that baby down the stairs, and the bystanders look disturbingly comfortable with that.",Fear
sam-francis_untitled-sf72-1009-1972,Abstract_Expressionism,disgust,6,5,1,https://uploads5.wikiart.org/images/sam-francis/untitled-sf72-1009-1972.jpg,"The square border looks somewhat like a plate with blood smeared across it. I personally find very little beauty in this painting.  It appears that various colors of paint were just splattered on the canvas. the red and purple blotches at the center are somewhat revolting, like staring at a fetus",Disgust
henri-matisse_stained-glass-window-window-of-the-abside-of-the-rosary-chapel-1949,Abstract_Expressionism,contentment,5,2,0,https://uploads6.wikiart.org/images/henri-matisse/stained-glass-window-window-of-the-abside-of-the-rosary-chapel-1949.jpg,Looks like leaves have been dipped in paint and placed on. the bright colors and repetitiveness remind me of planton,Anger
fra-angelico_sepulchring-of-saint-cosmas-and-saint-damian-1440,Early_Renaissance,sadness,7,7,1,https://uploads5.wikiart.org/images/fra-angelico/sepulchring-of-saint-cosmas-and-saint-damian-1440.jpg,"A funeral in the middle east is made more somber by the graying sky. The dead bodies are just morbid, and draw a sad feeling from me. Where many people die together, sadness closes upon all as they all bow their heads.",Sadness
ilya-mashkov_fruit-on-the-plate-1910,Fauvism,excitement,6,3,0,https://uploads6.wikiart.org/images/ilya-mashkov/fruit-on-the-plate-1910.jpg,ready for a gathering of girl talk night the different kinds of fruit of the table are very appealing made me hungry and excited,Excitement
fernando-botero_lefty-and-his-gang,Naive_Art_Primitivism,amusement,5,0,0,https://uploads4.wikiart.org/images/fernando-botero/lefty-and-his-gang.jpg,"The colors are whimsical and the figures are comically exaggerated It reminds me of the blind leading the blind in this picture where the man is sitting on a horse with a blindfold on. The bold colors suggest that they are obnoxious but stupid at the same time. The matadors, so brave.",Anger
benjamin-west_general-thaddeus-kosciusko-1797,Rococo,sadness,5,7,1,https://uploads6.wikiart.org/images/benjamin-west/general-thaddeus-kosciusko-1797.jpg,The man in the painting seems to have a insurmountable amount of stress. the person looks worried,Anger
esteban-vicente_numero-10-1983,Abstract_Expressionism,amusement,5,0,0,https://uploads0.wikiart.org/images/esteban-vicente/numero-10-1983.jpg,The flecks of blue and darker colors make me think of sprinkles The little blue rectangles remind me of chalk on a blacktop which makes me think of happier times in childhood.,Amusement
camille-pissarro_peasants-and-hay-stacks-1878,Impressionism,contentment,5,2,0,https://uploads6.wikiart.org/images/camille-pissarro/peasants-and-hay-stacks-1878.jpg,the couple is walking toward the house This is a view of a simple life perhaps of pioneers. The crops growing and people in the field symbolize hope and growth. like the relaxed feeling I get from this A pastoral scene with a hedge is pleasant.The sweep of the sky.The clouds drawing your eyes up.The light is very good. This painting makes me fell calm and content looking at it,Contentment
sandro-botticelli_young-man-greeted-by-seven-liberal-arts-1490(1),Early_Renaissance,contentment,5,2,0,https://uploads8.wikiart.org/images/sandro-botticelli/young-man-greeted-by-seven-liberal-arts-1490(1).jpg,The calming colors as well as the contentment on the subjects face This looks like the celebration of Jesus's birth.,Contentment
camille-corot_passiance-in-saint-avit-1872,Realism,contentment,5,2,0,https://uploads3.wikiart.org/images/camille-corot/passiance-in-saint-avit-1872.jpg,"I like the peacefulness of this piece.  The tranquility found at the end of a productive day. I see the beauty of autumn creeping on the leaves of the trees. The scene is calm, and looks inviting, a home enveloped by nature. Very peaceful, dusky evening and the twisted branches at the top of the tree are unique.",Contentment
jean-fouquet_banquet-of-charles-v-the-wise,Northern_Renaissance,excitement,5,3,0,https://uploads3.wikiart.org/images/jean-fouquet/banquet-of-charles-v-the-wise.jpg,The Burger King wants to introduce his court to the new Impossible Whopper. Colors are bright and contrast. People are together to celebrate and being served a feast.,Amusement
henri-matisse_dishes-and-fruit-1906,Post_Impressionism,excitement,5,3,0,https://uploads5.wikiart.org/images/henri-matisse/dishes-and-fruit-1906.jpg,A picnic is spread out on a brown blanket with red borders. The flowers on the cloth looks like bananas.,Amusement
paul-cezanne_apples-and-oranges,Post_Impressionism,contentment,5,2,0,https://uploads1.wikiart.org/images/paul-cezanne/apples-and-oranges.jpg,"I really like all the different shades of color on this and how the table cloth really looks folder and has textures. It's just very good work and reminds me of being a kid in my house. The warm hues of the orange and the palpable softness of the cloth. The fruit is so round and bright, the fabric looks soft and comfy. fresh fruits to eat its delicious and comforting",Contentment
gulacsy-lajos_transcience-1912,Expressionism,sadness,12,7,1,https://uploads0.wikiart.org/images/gulacsy-lajos/transcience-1912.jpg,The man talking to the woman looks like he may have been a burn victim. The man talking to the woman looks like he may have been a burn victim. one woman looks like she might be smiling but the other looks angry and discontent one woman looks like she might be smiling but the other looks angry and discontent The brown colors are depressing and the two women in the painting seem sad. The brown colors are depressing and the two women in the painting seem sad. The dark colors and the disfigured women next to the lady in black all pretay a feeling of sadness The dark colors and the disfigured women next to the lady in black all pretay a feeling of sadness The dark colors and the sullen faces of the people make it seem sad The dark colors and the sullen faces of the people make it seem sad The lack of colors and definition in this painting feels draining to me. It feels dreary and lifeless. The lack of colors and definition in this painting feels draining to me. It feels dreary and lifeless. i cannot love you maam i am merely just a sculpture i cannot love you maam i am merely just a sculpture,Sadness
vasily-tropinin_not_detected_241124,Romanticism,contentment,5,2,0,https://uploads5.wikiart.org/images/vasily-tropinin/not_detected_241124.jpg,The man looks like he's pulled up the onions from his garden The man is down on one knee appearing to be appealing to woman.,Amusement
antoine-pesne_luise-ulrike-von-preu-en,Rococo,contentment,5,2,0,https://uploads8.wikiart.org/images/antoine-pesne/luise-ulrike-von-preu-en.jpg,This woman looks like she is enjoying her picture drawn The woman looks happy even though she is dressed very formally.,Amusement
michelangelo_study-of-christ-on-the-cross-between-the-virgin-and-st-john-the-evangelist,High_Renaissance,sadness,6,7,1,https://uploads3.wikiart.org/images/michelangelo/study-of-christ-on-the-cross-between-the-virgin-and-st-john-the-evangelist.jpg,"The simplicity in the colors of the crussifiction of Jesus makes the sadnnes of this so much more real This looks like Jesus on thew crucifix with people mourning at his feet. It seems sad to me both because of the gray/brown color palette and shadowy figures and because of what it depicts. There is someone who has died or is in the process of dying and two mourners alongside them. One of the mourners is so shadowy that it suggests they may be someone who is already dead, like a spirit come to greet this new soul to the other side. crucification and torture scenes are very difficult to look at",Sadness
frans-hals_portrait-of-a-woman-1633-1,Baroque,contentment,6,2,0,https://uploads7.wikiart.org/images/frans-hals/portrait-of-a-woman-1633-1.jpg,"The woman looks at peace, and her hair reminds me of princess Leiah from star wars. The woman in a formal modest dress smiles with contentment She looks happy and composed in this portrait. This painting is dull, but it has a lot of artistic skill",Amusement
alfred-sisley_road-from-hampton-court-1874,Impressionism,contentment,5,2,0,https://uploads3.wikiart.org/images/alfred-sisley/road-from-hampton-court-1874.jpg,"This looks like a peaceful day by the river. People are walking around, there are boats and it is a clear day. I would feel happy to see this. Watching boat races would be a pleasant way to spend the day. It's a beautiful setting and makes me wish I could walk there",Contentment
pierre-auguste-renoir_head-of-a-dog-1870,Impressionism,awe,5,1,0,https://uploads1.wikiart.org/images/pierre-auguste-renoir/head-of-a-dog-1870.jpg,I love the shades of brown used to show texture coloring on the ears of this little dog. The color with a bell stands out. I bet this dogs name is BellaAnna. This beautiful painting is a realistic painting of a dog wearing a bell on his collar.,Contentment
henri-martin_self-portrait-in-the-garden,Pointillism,contentment,5,2,0,https://uploads1.wikiart.org/images/henri-martin/self-portrait-in-the-garden.jpg,"The setting looks beautiful, calm and peaceful. The man seems like an ordinary person enjoying his surroundings. This man looks very wise and full of knowledge. The background garden is very peaceful.",Contentment
henri-edmond-cross_venice-palazzo-venier-dei-leoni,Pointillism,contentment,5,2,0,https://uploads2.wikiart.org/images/henri-edmond-cross/venice-palazzo-venier-dei-leoni.jpg,The colors are fun and make me feel happy The colors are fun and make me feel happy the reflections of light in the water the reflections of light in the water,Amusement
anne-appleby_verona-variation-7-2003,Color_Field_Painting,contentment,6,2,0,https://uploads6.wikiart.org/images/anne-appleby/verona-variation-7-2003.jpg,"This makes me feel relaxed but I don't know if I feel it is truly ""art"" The different shades and colors, mostly warm,  give me a peaceful feeling. I think it's comforting that pieces like this have made it into the art world",Contentment
cornelis-de-vos_portrait-of-elisabeth-mertens-and-her-late-husband,Baroque,amusement,5,0,0,https://uploads0.wikiart.org/images/cornelis-de-vos/portrait-of-elisabeth-mertens-and-her-late-husband.jpg,I get it now.  Those large neck collars stem from lack of sleeping horizontally.  People slept in chairs back then. The woman appears to be bald and the man appears to be frightened. This is an amusing situation.,Amusement
james-mcneill-whistler_the-unsafe-tenement,Realism,sadness,5,7,1,https://uploads3.wikiart.org/images/james-mcneill-whistler/the-unsafe-tenement.jpg,"The drab colors make it look like a depressing scene, like the home has seen better days. Depicts old times when it was really hard to cope with the difficult times. This house seems entirely abandoned and rundown, as though no one can care for it anymore The dilapidated house makes me feel sad at the loss of its former glory.",Sadness
albrecht-durer_the-cathedral-of-aix-la-chapelle-with-its-surroundings-seen-from-the-coronation-hall-1520,Northern_Renaissance,awe,5,1,0,https://uploads2.wikiart.org/images/albrecht-durer/the-cathedral-of-aix-la-chapelle-with-its-surroundings-seen-from-the-coronation-hall-1520.jpg,"I'm impressed by the impressive detail that the artist sketched in, especially the fine lines for the rooftops An elaborate detailed sketch of a city looks like building plans for new development. The details of the the buildings are made with precision.",
franz-stuck_angel-with-the-flaming-sword-1889,Symbolism,awe,5,1,0,https://uploads6.wikiart.org/images/franz-stuck/angel-with-the-flaming-sword-1889.jpg,"The angelic figure is holding what looks like a laser, which is awesome. The angel's open wings and strong muscles gives me a sense of religious wonder.",Awe
hans-memling_the-donor-from-the-right-wing-of-the-diptych-of-maerten-van-nieuwenhove-1487,Northern_Renaissance,awe,5,1,0,https://uploads5.wikiart.org/images/hans-memling/the-donor-from-the-right-wing-of-the-diptych-of-maerten-van-nieuwenhove-1487.jpg,The man has his hands clasped in prayer and submission The man excitedly prays for help with his thoughts.,Fear
