painting,predicted_emotion,similarity
heorhiy-narbut_illustration-to-three-fables-of-krylov-1911-2,This artwork conveys a feeling of disgust.,0.19763708114624023
salvador-dali_self-portrait-being-duplicated-into-three-1927,This artwork conveys a feeling of contentment.,0.17415304481983185
william-blake_the-descent-of-christ-1820,This artwork conveys a feeling of disgust.,0.1250002384185791
vincent-van-gogh_thatched-cottages-in-chaponval-auvers-sur-oise-1890,This artwork conveys a feeling of excitement.,0.161351278424263
fernando-botero_self-portrait-the-day-of-the-first-communion,This artwork conveys a feeling of contentment.,0.18255513906478882
edvard-munch_self-portrait-in-hell-1903,This artwork conveys a feeling of anger.,0.125
vasily-polenov_christ-and-the-sinner-1885,This artwork conveys a feeling of contentment.,0.184385746717453
juan-gris_bowl-glass-and-newspaper,This artwork conveys a feeling of sadness.,0.23971188068389893
vasily-vereshchagin_the-apotheosis-of-war-1871,This artwork conveys a feeling of awe.,0.13728170096874237
vincent-van-gogh_paul-gauguin-s-armchair-1888,This artwork conveys a feeling of contentment.,0.21208463609218597
rembrandt_an-artist-drawing-from-a-model-1648,This artwork conveys a feeling of contentment.,0.1762782335281372
katsushika-hokusai_a-woman-ghost-appeared-from-a-well,This artwork conveys a feeling of contentment.,0.1886879950761795
lyonel-feininger_im-dorfe,This artwork conveys a feeling of fear.,0.20770829916000366
pablo-picasso_picasso-with-partner-1901,This artwork conveys a feeling of contentment.,0.20948804914951324
felix-vallotton_portrait-of-communard-eug-ne-varlin-1897,This artwork conveys a feeling of amusement.,0.19210730493068695
pieter-bruegel-the-elder_armed-three-master-with-daedalus-and-icarus-in-the-sky-1562,This artwork conveys a feeling of amusement.,0.3423439860343933
felicien-rops_dinner-with-atheists,This artwork conveys a feeling of contentment.,0.1729942411184311
koloman-moser_girl-in-landscape-1898,This artwork conveys a feeling of fear.,0.14515285193920135
albrecht-durer_christ-being-crowned-with-thorns-1510,This artwork conveys a feeling of disgust.,0.22169150412082672
umberto-boccioni_pianist-and-listener-1908,This artwork conveys a feeling of anger.,0.125
albrecht-durer_father-s-robe-god,This artwork conveys a feeling of sadness.,0.16172517836093903
hans-memling_crucifixion-1491,This artwork conveys a feeling of awe.,0.21424706280231476
benozzo-gozzoli_conversion-of-the-heretic-1465,This artwork conveys a feeling of amusement.,0.22777077555656433
james-mcneill-whistler_the-unsafe-tenement,This artwork conveys a feeling of contentment.,0.12500053644180298
konstantin-vasilyev_not-detected-272787,This artwork conveys a feeling of excitement.,0.13963350653648376
edward-burne-jones_night-1870,This artwork conveys a feeling of contentment.,0.26680049300193787
katsushika-hokusai_street-scenes-newly-pubished-11,This artwork conveys a feeling of anger.,0.2826897203922272
fra-angelico_sepulchring-of-saint-cosmas-and-saint-damian-1440,This artwork conveys a feeling of amusement.,0.23572693765163422
adriaen-van-ostade_village-tavern-with-four-figures,This artwork conveys a feeling of contentment.,0.20888952910900116
el-greco_portrait-of-dominican-friar,This artwork conveys a feeling of anger.,0.12500041723251343
andrea-mantegna_st-sebastian-1475,This artwork conveys a feeling of anger.,0.12500008940696716
mikhail-nesterov_portrait-of-o-m-nesterova-the-artist-s-daughter-1905,This artwork conveys a feeling of anger.,0.125
theodoros-stamos_double-green-sun-box-1967,This artwork conveys a feeling of disgust.,0.17778262495994568
tintoretto_venus-mars-and-vulcan-1551,This artwork conveys a feeling of disgust.,0.2609255313873291
paul-cezanne_young-italian-girl-resting-on-her-elbow-1896,This artwork conveys a feeling of contentment.,0.27184030413627625
jean-fouquet_medallion,This artwork conveys a feeling of awe.,0.17913863062858582
lucas-cranach-the-elder_the-martyrdom-of-st-barbara,This artwork conveys a feeling of anger.,0.174237921833992
paolo-uccello_victory-over-bernardino-della-ciarda-1438,This artwork conveys a feeling of disgust.,0.20787590742111206
andy-warhol_electric-chair,This artwork conveys a feeling of fear.,0.16411764919757843
rembrandt_landscape,This artwork conveys a feeling of disgust.,0.23151691257953644
henri-rousseau_view-of-the-palais-du-metropolitan-1909,This artwork conveys a feeling of contentment.,0.2863509953022003
pablo-picasso_the-great-odalisque-after-ingres-1907,This artwork conveys a feeling of disgust.,0.1250002384185791
fernand-khnopff_baroness-fernand-van-der-bruggen-1900,This artwork conveys a feeling of excitement.,0.12500035762786865
adriaen-brouwer_peasant-inn,This artwork conveys a feeling of contentment.,0.21756310760974884
john-russell_portrait-of-a-lady-1768,This artwork conveys a feeling of disgust.,0.29958292841911316
august-macke_our-street-with-horse-riding-bonn,This artwork conveys a feeling of anger.,0.1719488799571991
camille-pissarro_washerwoman-study-also-known-as-la-mere-larcheveque-1880,This artwork conveys a feeling of contentment.,0.12500041723251343
edvard-munch_girl-yawning-1913,This artwork conveys a feeling of awe.,0.19922026991844177
michael-bell_the-n-and-the-r-2010,This artwork conveys a feeling of anger.,0.12500044703483582
egon-schiele_girl-with-green-pinafore-1910,This artwork conveys a feeling of sadness.,0.18829166889190674
jean-baptiste-simeon-chardin_still-life-with-two-rabbits,This artwork conveys a feeling of contentment.,0.313071608543396
henk-peeters_untitled-1,This artwork conveys a feeling of sadness.,0.1748824119567871
gustave-moreau_orpheus-at-the-tomb-of-eurydice-1891,This artwork conveys a feeling of disgust.,0.12500014901161194
fra-angelico_crucifixion-and-saints-1442,This artwork conveys a feeling of contentment.,0.12500038743019104
vincent-van-gogh_self-portrait-with-a-japanese-print-1887,This artwork conveys a feeling of anger.,0.12500011920928955
alexey-venetsianov_portrait-of-k-i-golovachevsky-and-the-younger-pupils-of-the-academy,This artwork conveys a feeling of contentment.,0.21600182354450226
gerhard-richter_abstract-picture,This artwork conveys a feeling of disgust.,0.16440416872501373
lucas-cranach-the-elder_the-crucifixion-with-the-converted-centurion-1538,This artwork conveys a feeling of contentment.,0.20146523416042328
philip-guston_celebration,This artwork conveys a feeling of sadness.,0.16683226823806763
mabuse_the-carondelet-diptych-jean-carondelet-left-panel-virgin-and-child-right-panel-1517,This artwork conveys a feeling of disgust.,0.12500029802322388
lucas-cranach-the-elder_the-crucifixion-1503,This artwork conveys a feeling of contentment.,0.24003736674785614
john-henry-twachtman_venice-1,This artwork conveys a feeling of anger.,0.1250000298023224
pyotr-konchalovsky_self-portrait-in-gray-1911,This artwork conveys a feeling of excitement.,0.1250002682209015
vincent-van-gogh_dead-leaf-and-pod-1890(1),This artwork conveys a feeling of disgust.,0.20620299875736237
amedeo-modigliani_girl-in-blue-1919,This artwork conveys a feeling of excitement.,0.14415135979652405
max-kurzweil_mira-baue-1908,This artwork conveys a feeling of contentment.,0.1250002086162567
luca-signorelli_tibullus-1502,This artwork conveys a feeling of awe.,0.23603658378124237
raphael_lamentation-over-the-dead-christ,This artwork conveys a feeling of disgust.,0.12500008940696716
marc-chagall_meditation-1979,This artwork conveys a feeling of contentment.,0.2630932033061981
michelangelo_study-of-christ-on-the-cross-between-the-virgin-and-st-john-the-evangelist,This artwork conveys a feeling of disgust.,0.1250002384185791
albrecht-durer_lamentation-over-christ-1507,This artwork conveys a feeling of sadness.,0.17871879041194916
benjamin-west_general-thaddeus-kosciusko-1797,This artwork conveys a feeling of contentment.,0.30593883991241455
hiroshige_travellers-on-a-mountain-path-at-night,This artwork conveys a feeling of awe.,0.19874463975429535
francisco-goya_francisca-sabasa-y-garcia-1808,This artwork conveys a feeling of amusement.,0.1743963211774826
albrecht-durer_sudarium-displayed-by-two-angels-1513,This artwork conveys a feeling of anger.,0.154815211892128
georges-braque_woman-with-a-guitar-1913,This artwork conveys a feeling of anger.,0.25771626830101013
marc-chagall_solitude-1933,This artwork conveys a feeling of fear.,0.14672201871871948
pietro-perugino_christ-in-pieta,This artwork conveys a feeling of sadness.,0.15997709333896637
richard-gerstl_emile-gerstl-father-1907,This artwork conveys a feeling of contentment.,0.19980822503566742
theodor-severin-kittelsen_sorgen,This artwork conveys a feeling of disgust.,0.12500029802322388
john-french-sloan_scrubwoman-astor-library-1911,This artwork conveys a feeling of contentment.,0.2077610194683075
camille-pissarro_view-from-louveciennes,This artwork conveys a feeling of amusement.,0.2537164092063904
marc-chagall_study-to-the-jacob-s-dream,This artwork conveys a feeling of disgust.,0.32960426807403564
theodore-gericault_head-of-a-shipwrecked-man-study-for-the-raft-of-medusa-1819,This artwork conveys a feeling of excitement.,0.17555390298366547
andrea-del-sarto_lament-of-christ,This artwork conveys a feeling of anger.,0.12500014901161194
jacob-jordaens_study-of-little-child-1626,This artwork conveys a feeling of disgust.,0.16499266028404236
joseph-wright_maria-from-sterne-a-companion-to-the-picture-of-edwin,This artwork conveys a feeling of anger.,0.12500011920928955
albrecht-durer_martagon-lillium,This artwork conveys a feeling of amusement.,0.19561494886875153
carl-larsson_mother-and-daughter-1903(1),This artwork conveys a feeling of amusement.,0.17303211987018585
vladimir-borovikovsky_portrait-of-ye-a-arkharova-1820,This artwork conveys a feeling of contentment.,0.22702361643314362
viktor-vasnetsov_crucifixion-1904,This artwork conveys a feeling of contentment.,0.12500053644180298
zinaida-serebriakova_churchyard-1912,This artwork conveys a feeling of anger.,0.125
pierre-bonnard_at-the-fence-1895,This artwork conveys a feeling of anger.,0.125
pablo-picasso_the-greedy-1901,This artwork conveys a feeling of contentment.,0.28703761100769043
morris-louis_gamma-1960,This artwork conveys a feeling of disgust.,0.19183237850666046
jean-degottex_media-vii,This artwork conveys a feeling of disgust.,0.1502084881067276
jacopo-pontormo_halberdier,This artwork conveys a feeling of contentment.,0.5699916481971741
konstantin-vasilyev_valkyrie-above-dead-warrior,This artwork conveys a feeling of excitement.,0.18057292699813843
ad-reinhardt_abstract-painiting-1963,This artwork conveys a feeling of contentment.,0.16591069102287292
carlo-crivelli_crucifixion,This artwork conveys a feeling of awe.,0.18362082540988922
fyodor-rokotov_portrait-of-a-g-bobrinsky-in-his-childhood,This artwork conveys a feeling of awe.,0.22808635234832764
gulacsy-lajos_transcience-1912,This artwork conveys a feeling of disgust.,0.12500017881393433
georges-seurat_the-seller-of-oranges-1881,This artwork conveys a feeling of anger.,0.1250002086162567
hans-holbein-the-younger_portrait-of-dirk-tybis-1533,This artwork conveys a feeling of anger.,0.1250000298023224
benjamin-west_the-battle-of-la-hogue-destruction-of-the-french-fleet-may-22-1692,This artwork conveys a feeling of awe.,0.3244713246822357
arkhip-kuindzhi_forest-near-the-water-1872,This artwork conveys a feeling of disgust.,0.17834043502807617
paul-cezanne_portrait-of-ambroise-vollard-1899,This artwork conveys a feeling of excitement.,0.16886861622333527
marc-chagall_the-creation-of-man-1958-1,This artwork conveys a feeling of excitement.,0.2191178947687149
leon-spilliaert_la-baigneuse-1910,This artwork conveys a feeling of anger.,0.125
jan-van-hemessen_christ-carrying-the-cross,This artwork conveys a feeling of anger.,0.12500029802322388
pisanello_dog,This artwork conveys a feeling of awe.,0.17275351285934448
brice-marden_to-corfu-1976,This artwork conveys a feeling of anger.,0.1250002682209015
jean-fouquet_carrying-the-cross,This artwork conveys a feeling of excitement.,0.22105048596858978
marc-chagall_god-creates-man-and-gives-him-the-breath-of-life-genesis-ii-7,This artwork conveys a feeling of amusement.,0.15946681797504425
fernand-leger_chimneys-on-rooftops-1911,This artwork conveys a feeling of anger.,0.12500014901161194
ferdinand-hodler_the-dying-valentine-gode-darel,This artwork conveys a feeling of sadness.,0.22454871237277985
vincent-van-gogh_study-for-woman-sitting-by-a-cradle-1887,This artwork conveys a feeling of disgust.,0.1667984426021576
brice-marden_adriatic-1973,This artwork conveys a feeling of contentment.,0.25559067726135254
brice-marden_nebraska-1966,This artwork conveys a feeling of fear.,0.21276211738586426
edward-hopper_summer-in-the-city-1950,This artwork conveys a feeling of anger.,0.125
carlo-crivelli_piet,This artwork conveys a feeling of disgust.,0.16489888727664948
pierre-auguste-renoir_three-partridges,This artwork conveys a feeling of contentment.,0.25011956691741943
albrecht-durer_face-a-young-girl-with-red-beret-1507,This artwork conveys a feeling of disgust.,0.22482934594154358
robert-silvers_marilyn-monroe,This artwork conveys a feeling of amusement.,0.1884957253932953
marc-chagall_king-david-ii-samuel-vi-4-5,This artwork conveys a feeling of sadness.,0.24659191071987152
yiannis-tsaroychis_tsamikos-dance-on-the-shore-1978,This artwork conveys a feeling of sadness.,0.14012540876865387
aubrey-beardsley_a-child-at-its-mother-s-bed,This artwork conveys a feeling of excitement.,0.15140435099601746
jean-degottex_composition-1975,This artwork conveys a feeling of disgust.,0.4644414186477661
robert-smithson_dead-tree-1969,This artwork conveys a feeling of sadness.,0.19418232142925262
agnes-martin_untitled-15-peace-1996,This artwork conveys a feeling of awe.,0.20915205776691437
jose-guerrero_azul-de-prusia,This artwork conveys a feeling of fear.,0.1916530728340149
gustave-caillebotte_woman-at-a-dressing-table,This artwork conveys a feeling of contentment.,0.21033628284931183
horace-pippin_interior-1944,This artwork conveys a feeling of amusement.,0.1756802201271057
natalia-goncharova_sabbath,This artwork conveys a feeling of disgust.,0.12500044703483582
marc-chagall_joshua-closes-the-book-of-law-that-he-has-just-read-to-the-people-of-israel-joshua-viii-33-35,This artwork conveys a feeling of disgust.,0.12500011920928955
paul-gauguin_washerwomen-at-pont-aven-1886,This artwork conveys a feeling of disgust.,0.16996246576309204
