original,only_image,image_and_utterance,only_utterance,correct_only_image,correct_image_and_utterance,correct_only_utterance
disgust,This artwork conveys a feeling of anger.,This artwork conveys a feeling of anger.,This artwork conveys a feeling of anger.,False,False,False
disgust,This artwork conveys a feeling of amusement.,This artwork conveys a feeling of amusement.,This artwork conveys a feeling of awe.,False,False,False
disgust,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of anger.,False,True,False
disgust,This artwork conveys a feeling of fear.,This artwork conveys a feeling of fear.,This artwork conveys a feeling of fear.,False,False,False
disgust,This artwork conveys a feeling of awe.,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of disgust.,False,True,True
disgust,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of disgust.,True,False,True
disgust,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of awe.,False,False,False
disgust,This artwork conveys a feeling of awe.,This artwork conveys a feeling of awe.,This artwork conveys a feeling of disgust.,False,False,True
disgust,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of amusement.,This artwork conveys a feeling of anger.,False,False,False
disgust,This artwork conveys a feeling of fear.,This artwork conveys a feeling of fear.,This artwork conveys a feeling of fear.,False,False,False
disgust,This artwork conveys a feeling of anger.,This artwork conveys a feeling of fear.,This artwork conveys a feeling of awe.,False,False,False
disgust,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of disgust.,False,False,True
disgust,This artwork conveys a feeling of anger.,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of anger.,False,True,False
disgust,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of excitement.,This artwork conveys a feeling of anger.,False,False,False
disgust,This artwork conveys a feeling of awe.,This artwork conveys a feeling of awe.,This artwork conveys a feeling of anger.,False,False,False
disgust,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of awe.,True,True,False
disgust,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of awe.,True,False,False
disgust,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of disgust.,False,False,True
disgust,This artwork conveys a feeling of fear.,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of anger.,False,True,False
excitement,This artwork conveys a feeling of anger.,This artwork conveys a feeling of amusement.,This artwork conveys a feeling of disgust.,False,False,False
excitement,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of anger.,This artwork conveys a feeling of anger.,False,False,False
excitement,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of excitement.,This artwork conveys a feeling of disgust.,False,True,False
excitement,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of disgust.,False,False,False
excitement,This artwork conveys a feeling of awe.,This artwork conveys a feeling of anger.,This artwork conveys a feeling of anger.,False,False,False
excitement,This artwork conveys a feeling of awe.,This artwork conveys a feeling of anger.,This artwork conveys a feeling of contentment.,False,False,False
excitement,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of anger.,This artwork conveys a feeling of anger.,False,False,False
excitement,This artwork conveys a feeling of awe.,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of disgust.,False,False,False
excitement,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of sadness.,False,False,False
excitement,This artwork conveys a feeling of anger.,This artwork conveys a feeling of anger.,This artwork conveys a feeling of amusement.,False,False,False
excitement,This artwork conveys a feeling of awe.,This artwork conveys a feeling of amusement.,This artwork conveys a feeling of disgust.,False,False,False
excitement,This artwork conveys a feeling of excitement.,This artwork conveys a feeling of amusement.,This artwork conveys a feeling of disgust.,True,False,False
excitement,This artwork conveys a feeling of anger.,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of fear.,False,False,False
excitement,This artwork conveys a feeling of excitement.,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of awe.,True,False,False
excitement,This artwork conveys a feeling of awe.,This artwork conveys a feeling of excitement.,This artwork conveys a feeling of fear.,False,True,False
excitement,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of anger.,False,False,False
excitement,This artwork conveys a feeling of awe.,This artwork conveys a feeling of awe.,This artwork conveys a feeling of anger.,False,False,False
excitement,This artwork conveys a feeling of awe.,This artwork conveys a feeling of fear.,This artwork conveys a feeling of disgust.,False,False,False
excitement,This artwork conveys a feeling of amusement.,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of disgust.,False,False,False
excitement,This artwork conveys a feeling of anger.,This artwork conveys a feeling of anger.,This artwork conveys a feeling of anger.,False,False,False
excitement,This artwork conveys a feeling of awe.,This artwork conveys a feeling of anger.,This artwork conveys a feeling of contentment.,False,False,False
excitement,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of sadness.,This artwork conveys a feeling of awe.,False,False,False
excitement,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of fear.,This artwork conveys a feeling of awe.,False,False,False
excitement,This artwork conveys a feeling of awe.,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of excitement.,False,False,True
excitement,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of disgust.,False,False,False
excitement,This artwork conveys a feeling of awe.,This artwork conveys a feeling of sadness.,This artwork conveys a feeling of anger.,False,False,False
excitement,This artwork conveys a feeling of anger.,This artwork conveys a feeling of fear.,This artwork conveys a feeling of fear.,False,False,False
excitement,This artwork conveys a feeling of anger.,This artwork conveys a feeling of sadness.,This artwork conveys a feeling of anger.,False,False,False
excitement,This artwork conveys a feeling of awe.,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of contentment.,False,False,False
excitement,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of disgust.,False,False,False
excitement,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of anger.,This artwork conveys a feeling of awe.,False,False,False
excitement,This artwork conveys a feeling of amusement.,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of disgust.,False,False,False
excitement,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of sadness.,This artwork conveys a feeling of fear.,False,False,False
excitement,This artwork conveys a feeling of anger.,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of excitement.,False,False,True
excitement,This artwork conveys a feeling of amusement.,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of amusement.,False,False,False
excitement,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of anger.,False,False,False
excitement,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of awe.,This artwork conveys a feeling of disgust.,False,False,False
excitement,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of awe.,This artwork conveys a feeling of disgust.,False,False,False
excitement,This artwork conveys a feeling of awe.,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of anger.,False,False,False
excitement,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of awe.,This artwork conveys a feeling of anger.,False,False,False
excitement,This artwork conveys a feeling of excitement.,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of disgust.,True,False,False
excitement,This artwork conveys a feeling of excitement.,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of contentment.,True,False,False
excitement,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of fear.,False,False,False
excitement,This artwork conveys a feeling of awe.,This artwork conveys a feeling of excitement.,This artwork conveys a feeling of disgust.,False,True,False
excitement,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of anger.,This artwork conveys a feeling of excitement.,False,False,True
excitement,This artwork conveys a feeling of excitement.,This artwork conveys a feeling of amusement.,This artwork conveys a feeling of awe.,True,False,False
excitement,This artwork conveys a feeling of awe.,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of disgust.,False,False,False
excitement,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of amusement.,This artwork conveys a feeling of awe.,False,False,False
excitement,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of disgust.,False,False,False
excitement,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of awe.,This artwork conveys a feeling of disgust.,False,False,False
excitement,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of sadness.,This artwork conveys a feeling of disgust.,False,False,False
excitement,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of sadness.,This artwork conveys a feeling of fear.,False,False,False
excitement,This artwork conveys a feeling of amusement.,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of disgust.,False,False,False
excitement,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of sadness.,This artwork conveys a feeling of disgust.,False,False,False
excitement,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of sadness.,False,False,False
excitement,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of anger.,This artwork conveys a feeling of disgust.,False,False,False
excitement,This artwork conveys a feeling of amusement.,This artwork conveys a feeling of sadness.,This artwork conveys a feeling of disgust.,False,False,False
excitement,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of amusement.,This artwork conveys a feeling of amusement.,False,False,False
excitement,This artwork conveys a feeling of awe.,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of disgust.,False,False,False
excitement,This artwork conveys a feeling of excitement.,This artwork conveys a feeling of anger.,This artwork conveys a feeling of anger.,True,False,False
excitement,This artwork conveys a feeling of excitement.,This artwork conveys a feeling of fear.,This artwork conveys a feeling of disgust.,True,False,False
excitement,This artwork conveys a feeling of awe.,This artwork conveys a feeling of awe.,This artwork conveys a feeling of disgust.,False,False,False
fear,This artwork conveys a feeling of awe.,This artwork conveys a feeling of anger.,This artwork conveys a feeling of anger.,False,False,False
fear,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of anger.,This artwork conveys a feeling of anger.,False,False,False
fear,This artwork conveys a feeling of awe.,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of disgust.,False,False,False
fear,This artwork conveys a feeling of fear.,This artwork conveys a feeling of anger.,This artwork conveys a feeling of disgust.,True,False,False
fear,This artwork conveys a feeling of awe.,This artwork conveys a feeling of anger.,This artwork conveys a feeling of anger.,False,False,False
fear,This artwork conveys a feeling of awe.,This artwork conveys a feeling of anger.,This artwork conveys a feeling of anger.,False,False,False
fear,This artwork conveys a feeling of awe.,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of anger.,False,False,False
fear,This artwork conveys a feeling of excitement.,This artwork conveys a feeling of excitement.,This artwork conveys a feeling of sadness.,False,False,False
fear,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of anger.,This artwork conveys a feeling of contentment.,False,False,False
fear,This artwork conveys a feeling of fear.,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of fear.,True,False,True
fear,This artwork conveys a feeling of awe.,This artwork conveys a feeling of awe.,This artwork conveys a feeling of disgust.,False,False,False
fear,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of sadness.,This artwork conveys a feeling of fear.,False,False,True
fear,This artwork conveys a feeling of anger.,This artwork conveys a feeling of awe.,This artwork conveys a feeling of amusement.,False,False,False
fear,This artwork conveys a feeling of awe.,This artwork conveys a feeling of awe.,This artwork conveys a feeling of anger.,False,False,False
fear,This artwork conveys a feeling of awe.,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of disgust.,False,False,False
fear,This artwork conveys a feeling of fear.,This artwork conveys a feeling of anger.,This artwork conveys a feeling of anger.,True,False,False
fear,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of sadness.,This artwork conveys a feeling of disgust.,False,False,False
fear,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of disgust.,False,False,False
fear,This artwork conveys a feeling of anger.,This artwork conveys a feeling of sadness.,This artwork conveys a feeling of fear.,False,False,True
fear,This artwork conveys a feeling of awe.,This artwork conveys a feeling of anger.,This artwork conveys a feeling of amusement.,False,False,False
fear,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of disgust.,False,False,False
fear,This artwork conveys a feeling of awe.,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of anger.,False,False,False
fear,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of anger.,False,False,False
fear,This artwork conveys a feeling of fear.,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of anger.,True,False,False
fear,This artwork conveys a feeling of anger.,This artwork conveys a feeling of anger.,This artwork conveys a feeling of disgust.,False,False,False
fear,This artwork conveys a feeling of fear.,This artwork conveys a feeling of amusement.,This artwork conveys a feeling of disgust.,True,False,False
fear,This artwork conveys a feeling of fear.,This artwork conveys a feeling of sadness.,This artwork conveys a feeling of awe.,True,False,False
fear,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of excitement.,This artwork conveys a feeling of disgust.,False,False,False
fear,This artwork conveys a feeling of awe.,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of disgust.,False,False,False
fear,This artwork conveys a feeling of fear.,This artwork conveys a feeling of amusement.,This artwork conveys a feeling of anger.,True,False,False
fear,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of disgust.,False,False,False
fear,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of disgust.,False,False,False
fear,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of awe.,False,False,False
fear,This artwork conveys a feeling of anger.,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of excitement.,False,False,False
fear,This artwork conveys a feeling of fear.,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of anger.,True,False,False
fear,This artwork conveys a feeling of fear.,This artwork conveys a feeling of fear.,This artwork conveys a feeling of disgust.,True,True,False
fear,This artwork conveys a feeling of awe.,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of anger.,False,False,False
fear,This artwork conveys a feeling of anger.,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of fear.,False,False,True
fear,This artwork conveys a feeling of fear.,This artwork conveys a feeling of anger.,This artwork conveys a feeling of disgust.,True,False,False
fear,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of awe.,False,False,False
fear,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of disgust.,False,False,False
fear,This artwork conveys a feeling of fear.,This artwork conveys a feeling of sadness.,This artwork conveys a feeling of fear.,True,False,True
fear,This artwork conveys a feeling of sadness.,This artwork conveys a feeling of amusement.,This artwork conveys a feeling of fear.,False,False,True
fear,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of amusement.,This artwork conveys a feeling of sadness.,False,False,False
fear,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of awe.,False,False,False
fear,This artwork conveys a feeling of anger.,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of anger.,False,False,False
fear,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of awe.,False,False,False
fear,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of awe.,False,False,False
fear,This artwork conveys a feeling of excitement.,This artwork conveys a feeling of excitement.,This artwork conveys a feeling of disgust.,False,False,False
fear,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of sadness.,This artwork conveys a feeling of anger.,False,False,False
fear,This artwork conveys a feeling of excitement.,This artwork conveys a feeling of excitement.,This artwork conveys a feeling of disgust.,False,False,False
fear,This artwork conveys a feeling of awe.,This artwork conveys a feeling of fear.,This artwork conveys a feeling of disgust.,False,True,False
fear,This artwork conveys a feeling of fear.,This artwork conveys a feeling of excitement.,This artwork conveys a feeling of disgust.,True,False,False
fear,This artwork conveys a feeling of fear.,This artwork conveys a feeling of anger.,This artwork conveys a feeling of awe.,True,False,False
fear,This artwork conveys a feeling of fear.,This artwork conveys a feeling of anger.,This artwork conveys a feeling of anger.,True,False,False
fear,This artwork conveys a feeling of amusement.,This artwork conveys a feeling of amusement.,This artwork conveys a feeling of awe.,False,False,False
fear,This artwork conveys a feeling of fear.,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of disgust.,True,False,False
fear,This artwork conveys a feeling of sadness.,This artwork conveys a feeling of anger.,This artwork conveys a feeling of disgust.,False,False,False
fear,This artwork conveys a feeling of sadness.,This artwork conveys a feeling of sadness.,This artwork conveys a feeling of fear.,False,False,True
fear,This artwork conveys a feeling of excitement.,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of disgust.,False,False,False
fear,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of amusement.,This artwork conveys a feeling of disgust.,False,False,False
fear,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of amusement.,This artwork conveys a feeling of disgust.,False,False,False
fear,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of awe.,This artwork conveys a feeling of awe.,False,False,False
fear,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of sadness.,This artwork conveys a feeling of sadness.,False,False,False
fear,This artwork conveys a feeling of fear.,This artwork conveys a feeling of fear.,This artwork conveys a feeling of awe.,True,True,False
fear,This artwork conveys a feeling of excitement.,This artwork conveys a feeling of excitement.,This artwork conveys a feeling of fear.,False,False,True
fear,This artwork conveys a feeling of fear.,This artwork conveys a feeling of anger.,This artwork conveys a feeling of disgust.,True,False,False
fear,This artwork conveys a feeling of anger.,This artwork conveys a feeling of anger.,This artwork conveys a feeling of anger.,False,False,False
fear,This artwork conveys a feeling of amusement.,This artwork conveys a feeling of amusement.,This artwork conveys a feeling of awe.,False,False,False
fear,This artwork conveys a feeling of anger.,This artwork conveys a feeling of awe.,This artwork conveys a feeling of anger.,False,False,False
fear,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of disgust.,False,False,False
fear,This artwork conveys a feeling of excitement.,This artwork conveys a feeling of excitement.,This artwork conveys a feeling of anger.,False,False,False
fear,This artwork conveys a feeling of anger.,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of anger.,False,False,False
fear,This artwork conveys a feeling of fear.,This artwork conveys a feeling of sadness.,This artwork conveys a feeling of anger.,True,False,False
fear,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of anger.,False,False,False
fear,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of disgust.,False,False,False
fear,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of anger.,False,False,False
fear,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of amusement.,This artwork conveys a feeling of anger.,False,False,False
fear,This artwork conveys a feeling of fear.,This artwork conveys a feeling of sadness.,This artwork conveys a feeling of disgust.,True,False,False
fear,This artwork conveys a feeling of awe.,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of fear.,False,False,True
fear,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of fear.,False,False,True
fear,This artwork conveys a feeling of anger.,This artwork conveys a feeling of awe.,This artwork conveys a feeling of fear.,False,False,True
fear,This artwork conveys a feeling of awe.,This artwork conveys a feeling of awe.,This artwork conveys a feeling of fear.,False,False,True
fear,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of disgust.,False,False,False
fear,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of awe.,False,False,False
fear,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of anger.,This artwork conveys a feeling of disgust.,False,False,False
fear,This artwork conveys a feeling of awe.,This artwork conveys a feeling of anger.,This artwork conveys a feeling of disgust.,False,False,False
fear,This artwork conveys a feeling of amusement.,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of sadness.,False,False,False
fear,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of fear.,False,False,True
fear,This artwork conveys a feeling of anger.,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of contentment.,False,False,False
fear,This artwork conveys a feeling of awe.,This artwork conveys a feeling of excitement.,This artwork conveys a feeling of fear.,False,False,True
fear,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of fear.,False,False,True
fear,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of anger.,This artwork conveys a feeling of anger.,False,False,False
fear,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of anger.,False,False,False
fear,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of sadness.,This artwork conveys a feeling of anger.,False,False,False
fear,This artwork conveys a feeling of fear.,This artwork conveys a feeling of awe.,This artwork conveys a feeling of disgust.,True,False,False
fear,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of amusement.,False,False,False
fear,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of amusement.,False,False,False
fear,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of sadness.,False,False,False
fear,This artwork conveys a feeling of excitement.,This artwork conveys a feeling of fear.,This artwork conveys a feeling of anger.,False,True,False
fear,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of awe.,False,False,False
fear,This artwork conveys a feeling of amusement.,This artwork conveys a feeling of amusement.,This artwork conveys a feeling of awe.,False,False,False
fear,This artwork conveys a feeling of awe.,This artwork conveys a feeling of amusement.,This artwork conveys a feeling of disgust.,False,False,False
fear,This artwork conveys a feeling of fear.,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of disgust.,True,False,False
fear,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of fear.,This artwork conveys a feeling of fear.,False,True,True
fear,This artwork conveys a feeling of amusement.,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of disgust.,False,False,False
fear,This artwork conveys a feeling of amusement.,This artwork conveys a feeling of anger.,This artwork conveys a feeling of anger.,False,False,False
fear,This artwork conveys a feeling of fear.,This artwork conveys a feeling of sadness.,This artwork conveys a feeling of excitement.,True,False,False
sadness,This artwork conveys a feeling of awe.,This artwork conveys a feeling of awe.,This artwork conveys a feeling of fear.,False,False,False
sadness,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of amusement.,This artwork conveys a feeling of anger.,False,False,False
sadness,This artwork conveys a feeling of sadness.,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of anger.,True,False,False
sadness,This artwork conveys a feeling of excitement.,This artwork conveys a feeling of excitement.,This artwork conveys a feeling of disgust.,False,False,False
sadness,This artwork conveys a feeling of awe.,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of amusement.,False,False,False
sadness,This artwork conveys a feeling of anger.,This artwork conveys a feeling of anger.,This artwork conveys a feeling of fear.,False,False,False
sadness,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of amusement.,This artwork conveys a feeling of disgust.,False,False,False
sadness,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of sadness.,False,False,True
sadness,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of anger.,This artwork conveys a feeling of disgust.,False,False,False
sadness,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of anger.,This artwork conveys a feeling of anger.,False,False,False
sadness,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of anger.,This artwork conveys a feeling of excitement.,False,False,False
sadness,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of amusement.,False,False,False
sadness,This artwork conveys a feeling of fear.,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of disgust.,False,False,False
sadness,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of disgust.,False,False,False
sadness,This artwork conveys a feeling of awe.,This artwork conveys a feeling of awe.,This artwork conveys a feeling of disgust.,False,False,False
sadness,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of anger.,This artwork conveys a feeling of awe.,False,False,False
sadness,This artwork conveys a feeling of anger.,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of disgust.,False,False,False
sadness,This artwork conveys a feeling of excitement.,This artwork conveys a feeling of fear.,This artwork conveys a feeling of awe.,False,False,False
sadness,This artwork conveys a feeling of awe.,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of disgust.,False,False,False
sadness,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of disgust.,False,False,False
sadness,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of excitement.,False,False,False
sadness,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of excitement.,This artwork conveys a feeling of anger.,False,False,False
sadness,This artwork conveys a feeling of fear.,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of awe.,False,False,False
sadness,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of disgust.,False,False,False
sadness,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of anger.,This artwork conveys a feeling of disgust.,False,False,False
sadness,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of contentment.,False,False,False
sadness,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of awe.,This artwork conveys a feeling of awe.,False,False,False
sadness,This artwork conveys some other feeling.,This artwork conveys a feeling of anger.,This artwork conveys a feeling of contentment.,False,False,False
sadness,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of sadness.,This artwork conveys a feeling of amusement.,False,True,False
sadness,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of anger.,False,False,False
sadness,This artwork conveys a feeling of awe.,This artwork conveys a feeling of sadness.,This artwork conveys a feeling of anger.,False,True,False
sadness,This artwork conveys a feeling of awe.,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of anger.,False,False,False
sadness,This artwork conveys a feeling of awe.,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of anger.,False,False,False
sadness,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of anger.,This artwork conveys a feeling of anger.,False,False,False
sadness,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of disgust.,False,False,False
sadness,This artwork conveys a feeling of awe.,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of amusement.,False,False,False
sadness,This artwork conveys a feeling of awe.,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of fear.,False,False,False
sadness,This artwork conveys a feeling of fear.,This artwork conveys a feeling of sadness.,This artwork conveys a feeling of sadness.,False,True,True
sadness,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of anger.,False,False,False
sadness,This artwork conveys a feeling of awe.,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of disgust.,False,False,False
sadness,This artwork conveys a feeling of awe.,This artwork conveys a feeling of anger.,This artwork conveys a feeling of contentment.,False,False,False
sadness,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of excitement.,This artwork conveys a feeling of anger.,False,False,False
sadness,This artwork conveys a feeling of awe.,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of disgust.,False,False,False
sadness,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of excitement.,This artwork conveys a feeling of anger.,False,False,False
sadness,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of contentment.,False,False,False
sadness,This artwork conveys a feeling of awe.,This artwork conveys a feeling of awe.,This artwork conveys a feeling of awe.,False,False,False
